Company Name,Company ID,Company Type,Origin,Is Subsidiary,Parent,Property Name,Also Known As,Property ID,Royalty,Equity,Controlling Ownership,Operator,Country/ Region,Country/Region Risk Score & Outlook,Development Stage,Status,Commodity(s),Primary Commodity,Primary Reserves and Resources,Unit,Total In-Situ Value ($M),Reserves & Resources As Of Date,Project Type,Coordinates,Coordinate Accuracy,Map Link,Construction Start,Production Start,Closure ,Sources/Notes
OreMin Consultants Pty Ltd,1795602998,Private,Australia,No,OreMin Consultants Pty Ltd,Upper Coondina,"Chola, E45/5952, Happy Go Lucky, Shaw River",89646,,100.0,100,OreMin Consultants Pty Ltd,Australia,1.4 Moderate,Target Outline,Active,"Lithium, Tin, Tantalum, Rubidium, Caesium",Lithium,,,,,Project,"-21.853880, 119.414580",Exact,,,,,
York Harbour Metals Inc,262539520,Public,Canada,No,York Harbour Metals Inc,Yalgoo-Dalgaranga,"Bourkes United, Broken Mount, Carlisle, Crescent, Crescent South, Cumberland, Dalgaranga, E59/2364, E59/E2252, Goldilocks, Greencock, Johnson Well, Lithium Show, Lithium Show South, Morning Star, Mount Kersey, Olive Queen, Wadgingarra, Yalgoo",89170,,30.0,83.03,Firetail Resources Ltd.,Australia,1.4 Moderate,Target Outline,Active,"Lithium, Cesium, Rubidium, Niobium, Tantalum",Lithium,,,,,Project,"-28.135120, 116.723010",Exact,,,,,
Spartan Resources Ltd,78916554,Public,Australia,No,Spartan Resources Ltd,Yalgoo-Dalgaranga,"Bourkes United, Broken Mount, Carlisle, Crescent, Crescent South, Cumberland, Dalgaranga, E59/2364, E59/E2252, Goldilocks, Greencock, Johnson Well, Lithium Show, Lithium Show South, Morning Star, Mount Kersey, Olive Queen, Wadgingarra, Yalgoo",89170,,6.13,16.97,Firetail Resources Ltd.,Australia,1.4 Moderate,Target Outline,Active,"Lithium, Cesium, Rubidium, Niobium, Tantalum",Lithium,,,,,Project,"-28.135120, 116.723010",Exact,,,,,
Hammer Metals Limited,8070732,Public,Australia,No,Hammer Metals Limited,Yandal,"E36/869, E36/882, E53/2012, E53/2085, Harrier, North Orelia, North Orelia Target 1, Orelia, Orelia North, Orelia North Target 1, Orelia T1, Orelia Target 1, Sword",90080,,100.0,100,Hammer Metals Ltd.,Australia,1.4 Moderate,Reserves Development,Active,"Lithium, Gold, Caesium, Tantalum, Nickel",Lithium,,,,,Project,"-26.934650, 121.003050",Exact,,,,,
Kalgoorlie Mining Associates Pty Ltd,54913815,Private,Australia,No,Kalgoorlie Mining Associates Pty Ltd,Yilmia,Yimia,91282,,100.0,100,Kalgoorlie Mining Assoc. Pty L,Australia,1.4 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Project,"-31.195760, 121.195800",Exact,,,,,
Marquee Resources Limited,413688601,Public,Australia,No,Marquee Resources Limited,Yindi,"Anomaly 1, Anomaly 2, Anomaly 3, Anomaly 4, Anomaly 5, E28/2583-I, E28/2650-I",91917,,100.0,100,Marquee Resources Ltd.,Australia,1.4 Moderate,Target Outline,Active,"Lithium, Gold ",Lithium,,,,,Project,"-30.657630, 122.449970",Exact,,,,,
St George Mining Limited,111896506,Public,Australia,No,St George Mining Limited,Mt Alexander,"Bullets, Bullseye, Carnac, Cathedrals, Cathedrals Belt, Cathedrals East, E29/1041, E29/1093, E29/1143, E29/268, E29/548, E29/638, E29/954, E29/962, E29/972, E39/548, East Laverton, Fairbridge, Fish Hook, Ida, Investigators, Investigators East, Investigators West, Jailbreak, Jailbreak West, Manta, Manta East, Mount Alexander, Mt Alexander East, P29/2356, P29/2680, Radar, S1, S2, S3, S4, S5, Stricklands, Sultans, Transits, West End, Wills More, Willsmore",36132,,100.0,100,St George Mining Ltd.,Australia,1.4 Moderate,Target Outline,Active,"Nickel, Copper, Cobalt, Platinum, Palladium, Gold, Silver, Lithium, Caesium, Tantalum, Rubidium, Tin",Lithium,,,,,Project,"-28.841530, 120.245190",Exact,,,,,
St George Mining Limited,111896506,Public,Australia,No,St George Mining Limited,Destiny,"Burra, C1, C-1, C3, E15/1687, E15/1798, E15/1831, E15/1834, E15/1898, E15/1899, E15/1915, E15/1928, E63/2350, Prince of Wales, Woolgangie",91137,,100.0,100,St George Mining Ltd.,Australia,1.4 Moderate,Target Outline,Active,"Lanthanides, Copper, Lithium, Cerium, Lanthanum, Yttrium, Silver, Nickel, Gold, Neodymium, Praseodymium, Terbium, Dysprosium, Niobium",Lithium,,,,,Project,"-31.400260, 120.966800",Exact,,,,,
Unnamed owner,1400,NA,NA,No,Unnamed owner,Lijiagou,Dexin,55333,,,,,China,2.0 Elevated,Preproduction,Active,"Lithium, Tantalum, Niobium",Lithium,,,,,Project,"30.616520, 99.893740",Best Guess,,,2022,,
Lake Resources NL,7658714,Public,Australia,No,Lake Resources NL,Ancasti,,20,,100.0,100,Lake Resources NL,Argentina,2.7 High,Grassroots,Active,,Lithium,,,,,Project,"-28.802862, -65.496290",Approximate,,,,,
Kenorland Minerals Ltd.,433380201,Public,Canada,No,Kenorland Minerals Ltd.,Wabissane,,21,,100.0,100,Kenorland Minerals Ltd.,Canada,1.4 Moderate,Reserves Development,Active,,Lithium,,,,,Project,"51.457184, -73.855098",Best Guess,,,,,
Kenorland Minerals Ltd.,433380201,Public,Canada,No,Kenorland Minerals Ltd.,Separation Rapids,,22,,100.0,100,Kenorland Minerals Ltd.,Canada,1.4 Moderate,Grassroots,Active,,Lithium,,,,,Project,"51.188590, -94.311380",Best Guess,,,,,
Weardale Lithium Limited,666123431,Private,United Kingdom,No,Weardale Lithium Limited,Durham,,28,,,,Weardale Lithium Limited,United Kingdom,1.9 Elevated,Exploration,Active,,Lithium,,,,,DLE,"54.741300, -2.082790",Exact,,2028,2029,,
CleanTech Lithium Plc,1772155107,Public,United Kingdom,No,CleanTech Lithium Plc,Viento Andino,"FB, Francisco, Francisco Basin, Northern Lagoon, Southern Lagoon",81759,,100.0,100,CleanTech Lithium Plc,Chile,1.9 Elevated,Prefeas/Scoping,Active,"Lithium, Magnesium",Lithium,371416.0,tonnes,6019.9,08/24/2023,Brine,"-27.452860, -69.197340",Exact,,2027,2028,2040,
CleanTech Lithium Plc,1772155107,Public,United Kingdom,No,CleanTech Lithium Plc,Llamara,,91369,,100.0,100,CleanTech Lithium Plc,Chile,1.9 Elevated,Target Outline,Active,Lithium,Lithium,,,,,Project,"-21.547700, -69.335630",Exact,,,,,
"5E Advanced Materials, Inc.",432539524,Public,USA,No,"5E Advanced Materials, Inc.",Fort Cady,"5E Boron Americas, 5E Boron Americas Complex, FCH, Hector",79246,,100.0,100.0,5E Advanced Materials Inc.,USA,1.5 Moderate,Construction Started,Active,"Lithium, Borates, Potash, Gypsum",Lithium,124000.0,tonnes,2009.8,4/1/23,"Brine, In-Situ Leach","34.755960,-116.416390",Exact,,2022.0,2026.0,2055.0,
"5E Advanced Materials, Inc.",432539524,Public,USA,No,"5E Advanced Materials, Inc.",Salt Wells,"Salt Wells North, Salt Wells South",81824,,100.0,100.0,5E Advanced Materials Inc.,USA,1.5 Moderate,Target Outline,Active,"Lithium, Borates",Lithium,,,,,Project,"39.277470,-118.455530",Exact,,,,,
ACME Lithium Inc.,416156431,Public,Canada,No,ACME Lithium Inc.,Clayton Valley,"CC, CCP, SX",88380,,100.0,100.0,GeoXplor Corp.,USA,1.5 Moderate,Reserves Development,Active,Lithium,Lithium,122368.0,tonnes,1983.3,03/13/2024,Project,"37.807560,-117.588130",Exact,,,,,
AJN Resources Inc.,550586502,Public,Canada,No,AJN Resources Inc.,Salt Wells,,87978,,100.0,100.0,AJN Resources Inc.,USA,1.5 Moderate,Exploration,Active,Lithium,Lithium,,,,,Project,"39.341440,-118.566350",Exact,,,,,
Albemarle Corporation,18671,Public,USA,No,Albemarle Corporation,Kings Mountain,Foote,37603,,100.0,100.0,Albemarle Corp.,USA,1.5 Moderate,Prefeas/Scoping,Active,"Lithium, Spodumene",Lithium,1113000.0,tonnes,18039.5,12/31/21,Project,"35.223610,-81.347780",Exact,,,2026.0,,
Albemarle Corporation,18671,Public,USA,No,Albemarle Corporation,Silver Peak,,37600,,100.0,100.0,Albemarle Corp.,USA,1.5 Moderate,Operating,Active,Lithium,Lithium,447000.0,tonnes,7245.0,12/31/23,Brine,"37.775440,-117.579310",Exact,,,1967.0,2054.0,
Albemarle Corporation,18671,Public,USA,No,Albemarle Corporation,Antofalla,,92966,,100.0,100.0,Albemarle Corp.,Argentina,2.5 High,Reserves Development,Active,Lithium,Lithium,"3,856,000",tonnes,"57,361.9",12/31/2024,Project,"-25.325530, -67.463300",Exact,,,,,
American Lithium Corp.,3169954,Public,Canada,No,American Lithium Corp.,TLC,"Claystone, Crescent Dunes, TLC North, Tonopah Lithium Claims, Tonopah Lithium Claystone, West Claim",83014,,100.0,100.0,American Lithium Corp.,USA,1.5 Moderate,Prefeas/Scoping,Active,"Lithium, Magnesium ",Lithium,4300000.0,tonnes,69694.4,10/06/2022,Open Pit,"38.154120,-117.272170",Exact,,,2028.0,2068.0,
Ameriwest Lithium Inc.,649085287,Public,USA,No,Ameriwest Lithium Inc.,Railroad Valley,RRV,78995,,15.0,0.0,Pure Energy Minerals Ltd.,USA,1.5 Moderate,Exploration,Active,Lithium,Lithium,,,,,Project,"38.311420,-115.770400",Exact,,,,,
Ameriwest Lithium Inc.,649085287,Public,USA,No,Ameriwest Lithium Inc.,Thompson Valley,TV,90717,,100.0,100.0,Ameriwest Lithium Inc.,USA,1.5 Moderate,Exploration,Active,Lithium,Lithium,,,,,Project,"34.494490,-112.857230",Exact,,,,,
Anson Resources Limited,104609506,Public,Australia,No,Anson Resources Limited,Paradox,"Big Flat, Big Rock Fed, Cane, Cane Creek, Clastic, Cloud, Coors, Coors USA, Fed Bartlett Flat, Gold Bar, Green Energy, Hobson USA, Kane Springs, LC A1, LC South, LC2, LCW1, LCW2, Leadville, Little Valley, Long Canyon, Long Canyon South, Matthew Fed, Matthew Federal, Mineral Canyon, Mineral Canyon Fed, Mineral Canyon Fed 1-3, Mineral Canyon Wells, Mississippian, ML54099, Roberts Rupture, Robert's Rupture, Robert's Well, Skyline, Sunburst, Sunburst 1, The Little Utah, Utah, White Cloud",79424,,100.0,100.0,Anson Resources Ltd,USA,1.5 Moderate,Feasibility Complete,Active,"Lithium, Magnesium, Borates, Potash",Lithium,607600.0,tonnes,9848.0,10/16/2023,Brine,"38.568500,-109.734520",Exact,,2024.0,2027.0,2048.0,
Argosy Minerals Limited,880521,Public,Australia,No,Argosy Minerals Limited,Tonopah,"Big Smokey Valley, South Big Smokey, South TLP, TLP",78320,,100.0,100.0,Argosy Minerals Ltd.,USA,1.5 Moderate,Exploration,Active,Lithium,Lithium,,,,,"Placer, Brine","37.855480,-117.682050",Exact,,,,,
"Navajo Transitional Energy Company, LLC",273540529,Private,USA,No,"Navajo Transitional Energy Company, LLC",Big Sandy,"NMZ, Northern Mineralised Zone, SMZ, Southern Mineralised Zone",80589,,100.0,100.0,"Navajo Transitional Energy Company, LLC",USA,1.5 Moderate,Feasibility Started,Active,Lithium,Lithium,130000.0,tonnes,2107.0,09/26/2019,Project,"34.709220, -113.569470",Exact,,2027.0,2028.0,2047.0,
Prairie Lithium Limited,7657671,Public,Australia,No,Prairie Lithium Limited,Lordburg,,89303,,100.0,100.0,Prairie Lithium Limited,USA,1.5 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Project,"32.337870, -108.918940",Exact,,,,,
Astute Metals NL,879971,Public,Australia,No,Astute Metals NL,Red Mountain,,91669,,100.0,100.0,Astute Metals NL,USA,1.5 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Project,"38.700160,-115.410060",Exact,,,,,
Belmont Resources Inc.,415360,Public,Canada,No,Belmont Resources Inc.,Kibby Basin,"A Block, Kibbi Flat, Kibby, Kibby Basis Playa, Kibby Playa",77480,,20.0,20.0,Marquee Resources Ltd.,USA,1.5 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Brine,"38.335160,-117.773520",Exact,,,,,
Blackrock Silver Corp.,3102631,Public,Canada,No,Blackrock Silver Corp.,Gabriel,"Tonopah North, Tonopah North-Gabriel",88309,,100.0,100.0,Blackrock Silver Corp.,USA,1.5 Moderate,Target Outline,Active,"Lithium, Gold, Silver",Lithium,,,,,Project,"38.105970,-117.262970",Exact,,,,,
Canadian GoldCamps Corp.,261509360,Private,Canada,No,Canadian GoldCamps Corp.,Valley Springs,,91210,,100.0,100.0,Canadian GoldCamps Corp.,USA,1.5 Moderate,Exploration,Active,Lithium,Lithium,,,,,Project,"40.730640,-117.675570",Approximate,,,,,
Canter Resources Corp.,1686576813,Public,Canada,No,Canter Resources Corp.,Columbus,Columbus Basin,91392,,100.0,100.0,Canter Resources Corp.,USA,1.5 Moderate,Target Outline,Active,"Lithium, Borates",Lithium,,,,,Project,"38.074080, -117.941730",Exact,,,,,
Century Lithium Corp.,881946,Public,Canada,No,Century Lithium Corp.,Angel Island,"Angel, Clay, Clayton Valley, Dan, Dean, Dean & Glory, DLX, DX claim, Frontera Verda, Frontera Verde, Glory, GLX, GX claim, JLS, Longstreet, McGee, NDL, NDP, New Glory, Steve",77505,,100.0,100.0,Century Lithium Corp.,USA,1.5 Moderate,Feasibility Complete,Active,Lithium,Lithium,2697332.0,tonnes,43718.4,4/29/24,Open Pit,"37.743400,-117.526840",Exact,,2025,2026,2065,
Chariot Corporation Limited,1817750491,Private,Australia,No,Chariot Corporation Limited,Mustang,,90693,,100.0,100.0,Chariot Corp. Ltd.,USA,1.5 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Project,"38.253830,-117.768660",Exact,,,,,
Chariot Corporation Limited,1817750491,Private,Australia,No,Chariot Corporation Limited,Lithic,,91062,,100.0,100.0,Chariot Corp. Ltd.,USA,1.5 Moderate,Exploration,Active,Lithium,Lithium,,,,,Project,"37.931870,-117.670990",Exact,,,,,
Anson Resources Limited,104609506,Public,Australia,No,Anson Resources Limited,Green River,"Big Flat No 2, Big Flat Unit, Bosydaba #1, Bosydaba 1, Cane Creek #32-1-25-20, Clastic, Gold Bar Unit #2, Long Canyon Unit 1, Long Canyon Unit 2, Mississippian Units, ML 54440 OBA, Skyline Unit 1",90280,,100.0,100.0,Anson Resources Ltd,USA,1.5 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Project,"38.977090,-110.143740",Exact,,,,,
Cruz Battery Metals Corp.,35345543,Public,Canada,No,Cruz Battery Metals Corp.,Solar,"Helios, Solar South, Sun",88033,,100.0,100.0,Cruz Battery Metals Corp.,USA,1.5 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Project,"38.261700,-117.293680",Exact,,2025.0,2027.0,,
DG Resource Management Ltd.,269801561,Private,Canada,No,DG Resource Management Ltd.,Railroad Valley,RRV,78995,2.0,,,Pure Energy Minerals Ltd.,USA,1.5 Moderate,Exploration,Active,Lithium,Lithium,,,,,Project,"38.311420,-115.770400",Exact,,,,,
Dajin Lithium Corp.,20342664,Private,Canada,No,Dajin Lithium Corp.,Alkali Lake,"Alkali Flats, Alkali Spring Valley, Eastern Block, Walker Lane",37516,,25.0,25.0,Lone Mountain Resources LLC,USA,1.5 Moderate,Exploration,Active,Lithium,Lithium,,,,,Brine,"37.868470,-117.393260",Exact,,,,,
Dajin Lithium Corp.,20342664,Private,Canada,No,Dajin Lithium Corp.,Teels Marsh,Bishop Tuff,70738,,100.0,100.0,Dajin Lithium Corp.,USA,1.5 Moderate,Exploration,Active,"Lithium, Boron",Lithium,,,,,Brine,"38.197980,-118.375990",Exact,,,,,
Dajin Lithium Corp.,20342664,Private,Canada,No,Dajin Lithium Corp.,Gabbs Valley,,78259,,100.0,100.0,Dajin Lithium Corp.,USA,1.5 Moderate,Exploration,Active,Lithium,Lithium,,,,,Project,"38.886350,-118.325930",Exact,,,,,
Elementis plc,882190,Public,United Kingdom,No,Elementis plc,Fort Cady,"5E Boron Americas, 5E Boron Americas Complex, FCH, Hector",79246,,,0.0,5E Advanced Materials Inc.,USA,1.5 Moderate,Construction Started,Active,"Lithium, Borates, Potash, Gypsum",Lithium,124000.0,tonnes,2009.8,4/1/23,"Brine, In-Situ Leach","34.755960,-116.416390",Exact,,,2026.0,2055.0,
Enertopia Corp.,25408439,Public,Canada,No,Enertopia Corp.,West Tonopah,"East, MS 1-88, Siebert, West, Winkie, WT",88726,,100.0,100.0,Enertopia Corp.,USA,1.5 Moderate,Reserves Development,Active,Lithium,Lithium,266935.0,tonnes,4326.5,11/1/23,Project,"38.098890,-117.308700",Exact,,,,,
Equinor ASA,989228,Public,Norway,Yes,Energidepartementet (state),Smackover,"Arkansas, Beulah-Taylor, Lanxess, Lanxess Central, Lanxess Smackover, Lanxess South, Lanxess West, Lester-1, Lower Smackover, Middle Smackover, North Middle Smackover, North Upper Smackover, Smackover, South Middle Smackover, South Upper Smackover, South West Arkansas, South-West Arkansas, South-Western Arkansas, SWA, Tetra, Upper Smackover",83068,,45.0,45.0,Standard Lithium Ltd.,USA,1.5 Moderate,Feasibility Complete,Active,"Lithium, Potash",Lithium,1874000.0,tonnes,30373.8,8/18/23,Brine,"33.232410,-93.551480",Exact,,,2026.0,2051.0,
Exxon Mobil Corporation,406338,Public,USA,No,Exxon Mobil Corporation,Arkansas,,91979,,100.0,100.0,Exxon Mobile Corp.,USA,1.5 Moderate,Exploration,Active,Lithium,Lithium,,,,,Project,"33.179530, -93.414220",Exact,,,2027.0,,
Fuse Battery Metals Inc.,3188741,Public,Canada,No,Fuse Battery Metals Inc.,Teels Marsh West,,77168,,100.0,100.0,Fuse Battery Metals Inc.,USA,1.5 Moderate,Exploration,Active,Lithium,Lithium,,,,,Project,"38.165520,-118.404000",Exact,,,,,
Fuse Battery Metals Inc.,3188741,Public,Canada,No,Fuse Battery Metals Inc.,Dixie Valley,,78104,,,0.0,Grid Battery Metals Inc.,USA,1.5 Moderate,Grassroots,Active,Lithium,Lithium,,,,,Project,"39.812340,-117.944930",Exact,,,,,
Fuse Battery Metals Inc.,3188741,Public,Canada,No,Fuse Battery Metals Inc.,Black Rock Desert,,78357,,100.0,100.0,Fuse Battery Metals Inc.,USA,1.5 Moderate,Exploration,Active,Lithium,Lithium,,,,,Brine,"40.676000,-119.331000",Approximate,,,,,
Austroid Corporation,710587376,Private,USA,No,Austroid Corporation,Nevada,"Fraction, Heller, Lone Mountain, NLP, San Antone, San Antone East, San Antone North, San Antone West, San Antonne East, Traction, Western Flats",89591,,80.0,80.0,Austroid Corp,USA,1.5 Moderate,Reserves Development,Active,Lithium,Lithium,,,,,Project,"38.121230,-117.426310",Exact,,,,,
GeoXplor Corp.,84930599,Private,Canada,No,GeoXplor Corp.,Clayton Valley,"CC, CCP, SX",88380,,,0.0,GeoXplor Corp.,USA,1.5 Moderate,Reserves Development,Active,Lithium,Lithium,122368.0,tonnes,1983.3,03/13/2024,Project,"37.807560,-117.588130",Exact,,,,,
GeoXplor Corp.,84930599,Private,Canada,No,GeoXplor Corp.,Clayton Valley,"Blue Clay, Clayton Valley Deep Basin, Silver Peak South",77650,,0.0,0.0,GeoXplor Corp.,USA,1.5 Moderate,Target Outline,Active,"Lithium, Gold",Lithium,,,,,Brine,"37.630170,-117.519000",Exact,,,,,
Global Battery Metals Ltd.,27921070,Public,Canada,No,Global Battery Metals Ltd.,Lithium King,,89207,,100.0,100.0,Global Battery Metals Ltd.,USA,1.5 Moderate,Target Outline,Active,"Lithium, Magnesium. ",Lithium,,,,,Project,"40.747510,-112.814680",Exact,,,,,
Gold Exploration Management Inc.,404010623,Private,Canada,No,Gold Exploration Management Inc.,Columbus Marsh,,79206,,0.0,0.0,Mantle Minerals Ltd.,USA,1.5 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Project,"38.095000,-117.983300",Exact,,,,,
Great Basin Resources Inc.,567507842,Private,Canada,No,Great Basin Resources Inc.,Salt Wells,"Salt Wells North, Salt Wells South",81824,,,0.0,5E Advanced Materials Inc.,USA,1.5 Moderate,Target Outline,Active,"Lithium, Borates",Lithium,,,,,Project,"39.277470,-118.455530",Exact,,,,,
Grid Battery Metals Inc.,224265046,Public,Canada,No,Grid Battery Metals Inc.,New San Emidio,San Emidio,77322,,100.0,100.0,Grid Battery Metals Inc.,USA,1.5 Moderate,Exploration,Active,Lithium,Lithium,,,,,Project,"40.399900,-119.439200",Exact,,,,,
Grid Battery Metals Inc.,224265046,Public,Canada,No,Grid Battery Metals Inc.,Clayton Valley-1,"BFF-1, Clayton Valley, Clayton Valley BFF-1, CV, Silver Peak",77627,,100.0,100.0,Grid Battery Metals Inc.,USA,1.5 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Project,"37.783700,-117.624610",Exact,,,,,
Grid Battery Metals Inc.,224265046,Public,Canada,No,Grid Battery Metals Inc.,Dixie Valley,,78104,,100.0,100.0,Grid Battery Metals Inc.,USA,1.5 Moderate,Grassroots,Active,Lithium,Lithium,,,,,Project,"39.812340,-117.944930",Exact,,,,,
Grid Battery Metals Inc.,224265046,Public,Canada,No,Grid Battery Metals Inc.,Black Rock Desert,,78357,,,0.0,Fuse Battery Metals Inc.,USA,1.5 Moderate,Exploration,Active,Lithium,Lithium,,,,,Brine,"40.676000,-119.331000",Approximate,,,,,
Grid Battery Metals Inc.,224265046,Public,Canada,No,Grid Battery Metals Inc.,Texas Spring,,91571,,100.0,100.0,Grid Battery Metals Inc.,USA,1.5 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Project,"41.643750,-114.527420",Exact,,,,,
INEO Tech Corp.,637759273,Public,Canada,Yes,Coenda Investment Holdings Corp.,South Big Smokey Valley,"Big Smoky, Big Smoky Valley, South Big Smoky Valley",60416,,,0.0,Ultra Lithium Inc.,USA,1.5 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Brine,"37.980000,-117.720000",Exact,,,,,
Iconic Minerals Ltd.,3221979,Public,Canada,Yes,Corporate & Resource Consultants Pty. Ltd.,Grass Valley,,91264,,100.0,100.0,Iconic Minerals Ltd.,USA,1.5 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Project,"39.907930,-116.655650",Approximate,,,,,
Jindalee Lithium Limited,7652889,Public,Australia,No,Jindalee Lithium Limited,McDermitt,,59768,,100.0,100.0,Jindalee Lithium Ltd.,USA,1.5 Moderate,Prefeas/Scoping,Active,"Lithium, U3O8",Lithium,8686000.0,tonnes,140782.7,2/27/23,Open Pit,"42.041620,-118.059240",Exact,,,2033.0,,
Lithium Americas Corp.,1814365001,Public,Canada,No,Lithium Americas Corp.,Thacker Pass,"Beta, BPE, Kings Valley, Lith, Neutron, North, North Central, PCD, South Central and South, Stage 1 Lens, Stage 2 Lens, Thacker Pass, Zone 1",36750,,62.0,62,Lithium Americas Corp.,USA,1.5 Moderate,Preproduction - Construction Started,Active,"Lithium, Potash",Lithium,"26,704,400",tonnes,"397,254.7",12/31/2024,Open Pit,"41.708830,-118.069780",Exact,https://eplanning.blm.gov/public_projects/1503166/200352542/20023444/250029648/08%20-%20MINE%20PIT%20PLAN%20AND%20CROSS%20SECTION_508.pdf,2023,2027,2112,
General Motors Co.,61206100,Public,USA,No,General Motors Co. ,Thacker Pass,"Beta, BPE, Kings Valley, Lith, Neutron, North, North Central, PCD, South Central and South, Stage 1 Lens, Stage 2 Lens, Thacker Pass, Zone 1",36750,,38.0,38,Lithium Americas Corp.,USA,1.5 Moderate,Preproduction - Construction Started,Active,"Lithium, Potash",Lithium,"26,704,400",tonnes,"397,254.7",12/31/2024,Open Pit,"41.708830,-118.069780",Exact,,2023,2027,2112,
Lithium Corporation,39636596,Private,USA,No,Lithium Corporation,Fish Lake Valley,"Fish Lake, Fish South, FLV, Gap-Lode, North Bowl Playa, North Playa, Playa, Rhyolite Ridge, South Bowl Playa",37797,,40.0,40.0,Morella Corp.,USA,1.5 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Brine,"37.913750,-117.926120",Exact,,,,,
Lithium Corporation,39636596,Private,USA,No,Lithium Corporation,North Big Smoky,"Austin, Big North Smoky, Carvers, Cavers, NBS, NBS Carvers, North Big Smokey, North Big Smoky Carvers",90623,,,0.0,Morella Corp.,USA,1.5 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Project,"39.083100,-117.068170",Exact,,,,,
Lone Mountain Resources LLC,694710116,Private,USA,No,Lone Mountain Resources LLC,Alkali Lake,"Alkali Flats, Alkali Spring Valley, Eastern Block, Walker Lane",37516,,75.0,75.0,Lone Mountain Resources LLC,USA,1.5 Moderate,Exploration,Active,Lithium,Lithium,,,,,Brine,"37.868470,-117.393260",Exact,,,,,
Loyal Lithium Limited,711652447,Public,Australia,No,Loyal Lithium Limited,Scotty,"O'Keefe, Sarcobatus Flats, Scottys South, Scotty's South",78905,,100.0,100.0,Loyal Lithium Ltd.,USA,1.5 Moderate,Target Outline,Active,"Lithium, Borates",Lithium,,,,,Project,"37.198050,-117.062000",Exact,,,,,
M3 Metals Corp.,36565736,Public,Canada,No,M3 Metals Corp.,Nevada North,"NNLP, Texas Springs, UCH",89588,,100.0,100.0,M3 Metals Corp.,USA,1.5 Moderate,Reserves Development,Active,Lithium,Lithium,,,,,Project,"41.683530,-114.566960",Exact,https://eplanning.blm.gov/eplanning-ui/project/2035156/590,,,,
Macarthur Minerals Limited,3103693,Public,Australia,No,Macarthur Minerals Limited,Reynolds Springs,"Lida Valley, Stonewall",77818,,100.0,100.0,Macarthur Minerals Ltd,USA,1.5 Moderate,Exploration,Active,Lithium,Lithium,,,,,Project,"38.849270,-115.260770",Approximate,,,,,
Mantle Minerals Limited,8180393,Public,Australia,No,Mantle Minerals Limited,Columbus Marsh,,79206,,100.0,100.0,Mantle Minerals Ltd.,USA,1.5 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Project,"38.095000,-117.983300",Exact,,,,,
Marquee Resources Limited,413688601,Public,Australia,No,Marquee Resources Limited,Kibby Basin,"A Block, Kibbi Flat, Kibby, Kibby Basis Playa, Kibby Playa",77480,,80.0,80.0,Marquee Resources Ltd.,USA,1.5 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Brine,"38.335160,-117.773520",Exact,,,,,
Marquee Resources Limited,413688601,Public,Australia,No,Marquee Resources Limited,Clayton Valley,"111 Claims, NMC 1125134, NMC 1125244",77517,,100.0,100.0,Marquee Resources Ltd.,USA,1.5 Moderate,Exploration,Active,Lithium,Lithium,,,,,Brine,"37.677830,-117.578740",Exact,,,,,
Morella Corporation Limited,7652812,Public,Australia,No,Morella Corporation Limited,Fish Lake Valley,"Fish Lake, Fish South, FLV, Gap-Lode, North Bowl Playa, North Playa, Playa, Rhyolite Ridge, South Bowl Playa",37797,,60.0,60.0,Morella Corp.,USA,1.5 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Brine,"37.913750,-117.926120",Exact,,,,,
Morella Corporation Limited,7652812,Public,Australia,No,Morella Corporation Limited,North Big Smoky,"Austin, Big North Smoky, Carvers, Cavers, NBS, NBS Carvers, North Big Smokey, North Big Smoky Carvers",90623,,100.0,100.0,Morella Corp.,USA,1.5 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Project,"39.083100,-117.068170",Exact,,,,,
NEO Battery Materials Ltd.,26689643,Public,Canada,No,NEO Battery Materials Ltd.,Kibby Basin,"A Block, Kibbi Flat, Kibby, Kibby Basis Playa, Kibby Playa",77480,,,0.0,Marquee Resources Ltd.,USA,1.5 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Brine,"38.335160,-117.773520",Exact,,,,,
